15.01.2002 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 197100 ; BYR ; зпл1
15.01.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 196040 ; BYR ; пос
15.01.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 50000 ; BYR ; каз-usa
15.01.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 32000 ; BYR ; трей-инет
15.01.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 114 ; USD ; сот
15.01.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 64 ; USD ; кар
15.01.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 10000 ; BYR ; прое
15.01.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 8000 ; BYR ; дис
15.01.2006 ; Доход ; Гиперы ; Мой кошелек ; Магазинс ; 76270 ; BYR ; bigzz
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 158000 ; BYR ; зпл1 янв
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 69 ; USD ; зпл2 янв
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 100000 ; BYR ; зпл1
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 170 ; USD ; зпл2
15.02.2006 ; Доход ; Родственники ; Мой кошелек ; ИльяЖил ; 100 ; USD ; Илья
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 85000 ; BYR ; каз-usa
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 123 ; USD ; сот
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 54 ; USD ; кар
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 10 ; USD ; fdd
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 6 ; USD ; мыш
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 300 ; USD ; кас
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Ремонт ; 6 ; USD ; кондер
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; АТС ; 10 ; USD ; АТС
15.02.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 10000 ; BYR ; дис
15.02.2006 ; Доход ; Гиперы ; Мой кошелек ; Магазинс ; 6000 ; BYR ; полес
15.02.2006 ; Доход ; Гиперы ; Мой кошелек ; Магазинс ; 18700 ; BYR ; gippo
15.02.2006 ; Доход ; Гиперы ; Мой кошелек ; Магазинс ; 84600 ; BYR ; bigzz
15.03.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 245500 ; BYR ; зпл1 фев
15.03.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 100000 ; BYR ; зпл1
15.03.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 10 ; USD ; Дт фев
15.03.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 10 ; USD ; Дт
15.03.2006 ; Доход ; Родственники ; Мой кошелек ; ИльяЖил ; 100 ; USD ; Илья
15.03.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 196040 ; BYR ; пос фев
15.03.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 50000 ; BYR ; к 8м
15.03.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 205760 ; BYR ; пос
15.03.2006 ; Доход ; Прочие (Разовые) ; Мой кошелек ; Щенки ; 395 ; USD ; щен
15.03.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 80000 ; BYR ; каз-usa
15.03.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 100 ; USD ; сот
15.03.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 90,5 ; USD ; кар
15.03.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 25 ; USD ; яма
15.03.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 275 ; USD ; кас
15.03.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 1500 ; BYR ; бат
15.03.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 13320 ; BYR ; дис
15.03.2006 ; Доход ; Гиперы ; Мой кошелек ; Магазинс ; 31030 ; BYR ; bigzz
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 246000 ; BYR ; зпл1 мар
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 171 ; USD ; зпл2 мар
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 261000 ; BYR ; зпл1
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 23400 ; BYR ; Дт
15.04.2006 ; Доход ; Родственники ; Мой кошелек ; ИльяЖил ; 100 ; USD ; Илья
15.04.2006 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100000 ; BYR ; дедМ
15.04.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 205360 ; BYR ; пос
15.04.2006 ; Доход ; Прочие (Разовые) ; Мой кошелек ; Щенки ; 260 ; USD ; щен
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 141000 ; BYR ; каз-usa
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 105 ; USD ; сот
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 106 ; USD ; кар
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 72000 ; BYR ; каз57
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 47 ; USD ; fl523
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 20 ; USD ; berker
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 2500 ; BYR ; салф
15.04.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 10500 ; BYR ; дис
15.04.2006 ; Доход ; Неизвестно ; Мой кошелек ; Неизвестно ; 5200 ; BYR ; кирпи
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 86000 ; BYR ; зпл1 апр
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 169 ; USD ; зпл2 апр
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 346000 ; BYR ; зпл1
15.05.2006 ; Доход ; Родственники ; Мой кошелек ; ИльяЖил ; 100 ; USD ; Илья
15.05.2006 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100 ; USD ; д.р. Род
15.05.2006 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 10 ; EUR ; д.р. Галя
15.05.2006 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100000 ; BYR ; д.р. А.И,
15.05.2006 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 120000 ; BYR ; д.р. д.Фима
15.05.2006 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 50000 ; BYR ; д.р. д.Миша
15.05.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 205360 ; BYR ; пос
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 134000 ; BYR ; каз-usa
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 110 ; USD ; сот
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 33 ; USD ; кар
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 14520 ; BYR ; кар
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 68 ; USD ; кар
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 5000 ; BYR ; прое
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 31 ; USD ; kx523
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 10 ; USD ; кар
15.05.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; АТС ; 1000 ; USD ; LDK300
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 170 ; USD ; зпл2 май
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 23400 ; BYR ; Дт май
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 347000 ; BYR ; зпл1
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 24000 ; BYR ; Дт
15.06.2006 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 244 ; USD ; %%
15.06.2006 ; Доход ; Родственники ; Мой кошелек ; ИльяЖил ; 100 ; USD ; Илья
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 40000 ; BYR ; каз-usa
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 115 ; USD ; сот
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 4 ; USD ; кар
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 34 ; USD ; кар
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 12 ; USD ; кар
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 10000 ; BYR ; патчкор
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 20900 ; BYR ; с100
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 80 ; USD ; илю
15.06.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 62 ; USD ; sun
15.07.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 347500 ; BYR ; зпл1
15.07.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 210870 ; BYR ; пос июн
15.07.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 15 ; USD ; каз-usa
15.07.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 110 ; USD ; сот
15.07.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 33 ; USD ; кар
15.07.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 20 ; USD ; кар
15.07.2006 ; Доход ; ЮКОЛА ; Депозиты ; Картриджи ; 0 ; USD ; кар
15.07.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 13 ; USD ; беладр
15.07.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 75 ; USD ; тпп
15.07.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; АТС ; 545 ; USD ; кабе
15.07.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 5 ; USD ; булко
15.07.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 3000 ; BYR ; дис
15.08.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 595000 ; BYR ; зпл1
15.08.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 54 ; USD ; зпл2
15.08.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 210880 ; BYR ; пос июл
15.08.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 40 ; USD ; каз-usa
15.08.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 55 ; USD ; сот
15.08.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 51 ; USD ; кар
15.08.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 35 ; USD ; кар
15.08.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 24650 ; BYR ; тоне
15.08.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; АТС ; 150 ; USD ; нр1520
15.08.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 40 ; USD ; sie dect
15.08.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 8500 ; BYR ; дис
15.09.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 618000 ; BYR ; зпл1
15.09.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 12900 ; BYR ; Дт
15.09.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 200 ; USD ; ВЗ авг
15.09.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 27500 ; BYR ; ВЗ
15.09.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 10 ; USD ; ВЗ
15.09.2006 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 405 ; USD ; %%
15.09.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 211740 ; BYR ; пос авг
15.09.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 50 ; USD ; каз-usa
15.09.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 160 ; USD ; сот
15.09.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 18 ; USD ; кар
15.09.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 10000 ; BYR ; беладр
15.10.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 43 ; USD ; зпл2 сен
15.10.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 169 ; USD ; зпл2 июн
15.10.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 170 ; USD ; зпл2 июл
15.10.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 596000 ; BYR ; зпл1
15.10.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 53 ; USD ; зпл2
15.10.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 25800 ; BYR ; Дт
15.10.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 220480 ; BYR ; пос сен
15.10.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 220480 ; BYR ; пос
15.10.2006 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 20000 ; BYR ; А.И. печен
15.10.2006 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 526 ; USD ; д.р.
15.10.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 55 ; USD ; каз-usa
15.10.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 108 ; USD ; сот
15.10.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 55 ; USD ; короба
15.10.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 3000 ; BYR ; дис
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 568000 ; BYR ; зпл1
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 66 ; USD ; зпл2
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 12900 ; BYR ; Дт
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Подработка ; 15 ; USD ; кирильчик
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 11000 ; BYR ; ВашаЗвезда
15.11.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 220480 ; BYR ; пос
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 24000 ; BYR ; каз-usa
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 109 ; USD ; сот
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 31 ; USD ; кар
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 46 ; USD ; трейд-кар
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 13 ; USD ; кар
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 30 ; USD ; кар
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Ремонт ; 10 ; USD ; кулер
15.11.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 3000 ; BYR ; дис
15.12.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 597000 ; BYR ; зпл1
15.12.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 113950 ; BYR ; зпл2
15.12.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 26800 ; BYR ; Дт
15.12.2006 ; Доход ; Государство ; Мой кошелек ; Пособие ; 220900 ; BYR ; пос
15.12.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 90000 ; BYR ; каз-usa
15.12.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 111 ; USD ; сот
15.12.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 10700 ; BYR ; кар
15.12.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 29000 ; BYR ; кар стар
15.12.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 52800 ; BYR ; фильтры
15.12.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 50 ; USD ; жки ноут
15.12.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Ремонт ; 60000 ; BYR ; sdram
15.12.2006 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 4000 ; BYR ; дис
15.12.2006 ; Доход ; Неизвестно ; Мой кошелек ; Неизвестно ; 14,5 ; USD ; ?
15.01.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 596000 ; BYR ; зпл1
15.01.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 113950 ; BYR ; зпл2
15.01.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 206020 ; BYR ; Ваша звезда
15.01.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 28000 ; BYR ; Дт
15.01.2007 ; Доход ; Государство ; Мой кошелек ; Пособие ; 220480 ; BYR ; пос
15.01.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 35,5 ; USD ; каз-usa
15.01.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 292800 ; BYR ; сот
15.01.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 30 ; USD ; кар
15.01.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 3500 ; BYR ; кар
15.01.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 1000 ; BYR ; дис
15.01.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Ремонт ; 15000 ; BYR ; сетевуха
15.02.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 594000 ; BYR ; зпл1
15.02.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 64 ; USD ; зпл2
15.02.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 29400 ; BYR ; Дт
15.02.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 433240 ; BYR ; %%
15.02.2007 ; Доход ; Государство ; Мой кошелек ; Пособие ; 92500 ; BYR ; пос
15.02.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 75000 ; BYR ; каз-usa
15.02.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 115 ; USD ; сот
15.02.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 85 ; USD ; кар
15.02.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 5000 ; BYR ; дис
15.03.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 510000 ; BYR ; зпл1
15.03.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 135500 ; BYR ; зпл2
15.03.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 29400 ; BYR ; Дт
15.03.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 60000 ; BYR ; каз-usa
15.03.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 125,5 ; USD ; сот
15.03.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 110 ; USD ; комп
15.03.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 5 ; USD ; мышь
15.03.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 22000 ; BYR ; 128Мб
15.03.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 11,5 ; USD ; дис
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 681000 ; BYR ; зпл1
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 29400 ; BYR ; Дт
15.04.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 393970 ; BYR ; %%
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Подработка ; 15 ; USD ; котяк
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 50000 ; BYR ; каз-usa
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 32000 ; BYR ; dvd
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 40000 ; BYR ; cdrw
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 240000 ; BYR ; сот
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 680 ; USD ; винч
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 210 ; USD ; кар
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Ремонт ; 5 ; USD ; кондеры
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Ремонт ; 44200 ; BYR ; кулер
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 158 ; USD ; кар
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 29 ; USD ; trading
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 74 ; USD ; кар
15.04.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 1000 ; BYR ; дис
15.05.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 14 ; USD ; зпл2 апр
15.05.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 743900 ; BYR ; зпл1
15.05.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 29400 ; BYR ; Дт
15.05.2007 ; Доход ; Прочие (Разовые) ; Мой кошелек ; Щенки ; 30 ; USD ; щен
15.05.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 100000 ; BYR ; каз-usa
15.05.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 176 ; USD ; сот
15.05.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 5 ; USD ; мышь
15.05.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Закупки ; 51600 ; BYR ; pilot
15.05.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 200 ; USD ; кар
15.05.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 16000 ; BYR ; дис
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 14 ; USD ; зпл2 май
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 656100 ; BYR ; зпл1
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл конверт ; 25 ; USD ; зпл2
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 30800 ; BYR ; Дт
15.06.2007 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 200000 ; BYR ; д.р. Род
15.06.2007 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 150000 ; BYR ; д.р. Д.Ф.
15.06.2007 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 100000 ; BYR ; д.р. А.И.
15.06.2007 ; Доход ; Прочие (Разовые) ; Мой кошелек ; Щенки ; 500 ; USD ; щен
15.06.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 327140 ; BYR ; %%
15.06.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 35930 ; BYR ; %%
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 71000 ; BYR ; каз-usa
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 367500 ; BYR ; сот
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 10 ; USD ; ламин
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Ремонт ; 9 ; USD ; кондер
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; АТС ; 372 ; USD ; LDK300
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 180 ; USD ; кар
15.06.2007 ; Доход ; ЮКОЛА ; Депозиты ; Картриджи ; 0 ; USD ; кар
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 195 ; USD ; кар
15.06.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 5000 ; BYR ; дис
15.07.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 510200 ; BYR ; отпускн
15.07.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 656400 ; BYR ; зпл1
15.07.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 30 ; USD ; ВЗ
15.07.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Компенсация топлива ; 30800 ; BYR ; Дт
15.07.2007 ; Доход ; Родственники ; Мой кошелек ; Подарки ; 162860 ; BYR ; А.И. серьг
15.07.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 104200 ; BYR ; %%
15.07.2007 ; Доход ; Банки ; Мой кошелек ; Проценты по депозитам ; 212200 ; BYR ; %%
15.07.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Прочие ; 46000 ; BYR ; каз-usa
15.07.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Сотовые ; 124 ; USD ; сот
15.07.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Картриджи ; 250 ; USD ; кар
15.08.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл официальная ; 112900 ; BYR ; зпл1
15.08.2007 ; Доход ; ЮКОЛА ; Мой кошелек ; Моя з/пл совмещение ; 40 ; USD ; ВЗ
