1 ; 31.12.2001 00:01 ; Перенос ; НеЗадано ; 0 ; 224 ; 162 ; -1 ; -1 ; 328 ; USD ; 0 ; USD ;   ; 
14580 ; 10.07.2016 00:01 ; Перенос ; НеЗадано ; 0 ; 162 ; 163 ; -1 ; -1 ; 30.00 ; BYN ; 0 ; USD ;   ; 
14581 ; 11.07.2016 00:01 ; Обмен ; НеЗадано ; 0 ; 524 ; 504 ; 401 ; -1 ; 259480.00 ; BYN ; 128902.150 ; USD ; 579 ; cycle 0010. profit ~170$
14582 ; 11.07.2016 00:02 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 302 ; 366 ; 30.00 ; BYN ; 0 ; USD ;   ; 
14583 ; 11.07.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 30.240 ; BYN ; 0 ; USD ;   ; 
14584 ; 12.07.2016 00:01 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 270 ; 282 ; 7.500 ; BYN ; 0 ; USD ;   ; 
14585 ; 12.07.2016 00:02 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 9.38 ; BYN ; 0 ; USD ;   ; 
14586 ; 12.07.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 33.870 ; BYN ; 0 ; USD ;   ; 
14587 ; 12.07.2016 00:04 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 256 ; 1.450 ; BYN ; 0 ; USD ;   ; 
14588 ; 12.07.2016 00:05 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 252 ; 362 ; 23.910 ; BYN ; 0 ; USD ;   ; 
14589 ; 13.07.2016 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 241 ; 285 ; 9.010 ; BYN ; 0 ; USD ; 1071 ; 
14590 ; 13.07.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 252 ; 257 ; 5.330 ; BYN ; 0 ; USD ;   ; 
14591 ; 13.07.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 28.720 ; BYN ; 0 ; USD ;   ; 
14592 ; 14.07.2016 00:01 ; Перенос ; НеЗадано ; 0 ; 504 ; 591 ; -1 ; -1 ; 50.00 ; USD ; 0 ; USD ;   ; 
14593 ; 14.07.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 11.270 ; BYN ; 0 ; USD ;   ; 
14594 ; 15.07.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 381 ; -1 ; 272 ; 718 ; 46.740 ; BYN ; 0 ; USD ; 1066 ; Дт 38 л
14595 ; 15.07.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 256 ; 2.200 ; BYN ; 0 ; USD ;   ; кот корм
14596 ; 15.07.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 34.220 ; BYN ; 0 ; USD ;   ; 
14597 ; 15.07.2016 00:04 ; Перенос ; НеЗадано ; 0 ; 162 ; 163 ; -1 ; -1 ; 30.00 ; BYN ; 0 ; USD ;   ; 
14598 ; 16.07.2016 00:01 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 6.00 ; BYN ; 0 ; USD ;   ; 
14599 ; 17.07.2016 00:01 ; Доход ; НеЗадано ; 0 ; 524 ; -1 ; 401 ; 208 ; 2552.440 ; BYN ; 0 ; USD ;   ; cycle 0010 уже учтено в профите
14600 ; 18.07.2016 00:01 ; Перенос ; НеЗадано ; 0 ; 524 ; 402 ; -1 ; -1 ; 100.00 ; BYN ; 0 ; USD ;   ; проверил как дает перечислить в инетбанке
14601 ; 18.07.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 381 ; -1 ; 249 ; 257 ; 57.170 ; BYN ; 0 ; USD ;   ; 
14602 ; 18.07.2016 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 255 ; 199 ; 4.830 ; BYN ; 0 ; USD ;   ; 
14603 ; 19.07.2016 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 362 ; 7.220 ; BYN ; 0 ; USD ;   ; клеенка
14604 ; 19.07.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 381 ; -1 ; 523 ; 257 ; 22.720 ; BYN ; 0 ; USD ;   ; 
14605 ; 19.07.2016 00:03 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 443 ; 187 ; 240.00 ; USD ; 0 ; USD ;   ; 
14606 ; 20.07.2016 00:01 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 266 ; 278 ; 47.950 ; BYN ; 0 ; USD ;   ; 
14607 ; 20.07.2016 00:02 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 269 ; 279 ; 5.240 ; BYN ; 0 ; USD ;   ; 
14608 ; 20.07.2016 00:03 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 267 ; 280 ; 5.940 ; BYN ; 0 ; USD ; 1081 ; 50 кВт
14609 ; 20.07.2016 00:04 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 268 ; 281 ; 0.280 ; BYN ; 0 ; USD ; 1082 ; 1 куб м
14610 ; 20.07.2016 00:05 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 269 ; 519 ; 4.200 ; BYN ; 0 ; USD ;   ; 
14611 ; 20.07.2016 00:06 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 270 ; 256 ; 5.00 ; BYN ; 0 ; USD ;   ; мой
14612 ; 20.07.2016 00:07 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 270 ; 256 ; 5.00 ; BYN ; 0 ; USD ;   ; юля
14613 ; 20.07.2016 00:08 ; Обмен ; НеЗадано ; 0 ; 381 ; 492 ; 339 ; -1 ; 400.00 ; BYN ; 201.820 ; USD ;   ; 
14614 ; 20.07.2016 00:09 ; Расход ; ОплатаПоЕрип ; 0 ; 402 ; -1 ; 267 ; 364 ; 19.00 ; BYN ; 0 ; USD ; 1081 ; 100 кВт
14615 ; 20.07.2016 00:10 ; Обмен ; НеЗадано ; 0 ; 586 ; 587 ; 401 ; -1 ; 90.00 ; BYN ; 45.270 ; USD ;   ; 
14616 ; 20.07.2016 00:11 ; Перенос ; НеЗадано ; 0 ; 524 ; 402 ; -1 ; -1 ; 2450.00 ; BYN ; 0 ; USD ;   ; 
14617 ; 20.07.2016 00:12 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 256 ; 3.290 ; BYN ; 0 ; USD ;   ; кроссворды
14618 ; 20.07.2016 00:13 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 34.240 ; BYN ; 0 ; USD ;   ; 
14619 ; 20.07.2016 00:14 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 362 ; 4.440 ; BYN ; 0 ; USD ;   ; бреф дачный
14620 ; 20.07.2016 00:15 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 2.030 ; BYN ; 0 ; USD ;   ; зубн паста
14621 ; 21.07.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 381 ; -1 ; 249 ; 257 ; 52.600 ; BYN ; 0 ; USD ;   ; 
14622 ; 22.07.2016 00:01 ; Обмен ; НеЗадано ; 0 ; 402 ; 504 ; 401 ; -1 ; 1500.00 ; BYN ; 755.670 ; USD ;   ; 
14623 ; 22.07.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 17.640 ; BYN ; 0 ; USD ;   ; 
14624 ; 22.07.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 180 ; 258 ; 34.520 ; BYN ; 0 ; USD ;   ; шея по 95000
14625 ; 22.07.2016 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 257 ; 14.400 ; BYN ; 0 ; USD ;   ; овощи, яйца, торт
14626 ; 23.07.2016 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 362 ; 0.500 ; BYN ; 0 ; USD ;   ; спички
14627 ; 23.07.2016 00:02 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 5.00 ; BYN ; 0 ; USD ;   ; вишня
14628 ; 23.07.2016 00:03 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 1.400 ; BYN ; 0 ; USD ;   ; краб палочки
14629 ; 25.07.2016 00:01 ; Перенос ; НеЗадано ; 0 ; 504 ; 592 ; -1 ; -1 ; 50.00 ; USD ; 0 ; USD ;   ; 
14630 ; 25.07.2016 00:02 ; Перенос ; НеЗадано ; 0 ; 402 ; 162 ; -1 ; -1 ; 150.00 ; BYN ; 0 ; USD ;   ; 
14631 ; 25.07.2016 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 362 ; 6.260 ; BYN ; 0 ; USD ;   ; герметик
14632 ; 25.07.2016 00:04 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 256 ; 1.380 ; BYN ; 0 ; USD ;   ; 
14633 ; 25.07.2016 00:05 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 31.160 ; BYN ; 0 ; USD ;   ; 
14634 ; 25.07.2016 00:06 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 4.210 ; BYN ; 0 ; USD ;   ; 
14635 ; 26.07.2016 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 593 ; 589 ; 101.00 ; BYN ; 0 ; USD ;   ; аванс за проект дома
14636 ; 26.07.2016 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 254 ; 257 ; 4.00 ; BYN ; 0 ; USD ;   ; обед
14637 ; 26.07.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 272 ; 718 ; 55.350 ; BYN ; 0 ; USD ; 1066 ; Дт 45 л
14638 ; 26.07.2016 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 251 ; 257 ; 2.040 ; BYN ; 0 ; USD ;   ; 
14639 ; 26.07.2016 00:05 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 11.500 ; BYN ; 0 ; USD ;   ; продукты за пару раз
14640 ; 27.07.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 13.460 ; BYN ; 0 ; USD ;   ; 
14641 ; 27.07.2016 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 523 ; 257 ; 3.650 ; BYN ; 0 ; USD ;   ; 
14642 ; 27.07.2016 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 256 ; 6.450 ; BYN ; 0 ; USD ;   ; гель д душа *3
14643 ; 28.07.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 44.700 ; BYN ; 0 ; USD ;   ; 
14644 ; 28.07.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 252 ; 362 ; 6.500 ; BYN ; 0 ; USD ;   ; торнадо 100 мл
14645 ; 28.07.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 4.080 ; BYN ; 0 ; USD ;   ; обед
14646 ; 29.07.2016 00:01 ; Перенос ; НеЗадано ; 0 ; 504 ; 595 ; -1 ; -1 ; 50.00 ; USD ; 0 ; USD ;   ; 
14647 ; 29.07.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 16.790 ; BYN ; 0 ; USD ;   ; 
14648 ; 29.07.2016 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 257 ; 28.00 ; BYN ; 0 ; USD ;   ; скидывались на продукты , приезжали Оксана и Ольга
14649 ; 29.07.2016 00:04 ; Доход ; НеЗадано ; 0 ; 381 ; -1 ; 339 ; 208 ; 0.880 ; BYN ; 0 ; USD ;   ; 
14650 ; 29.07.2016 00:05 ; Доход ; НеЗадано ; 0 ; 402 ; -1 ; 401 ; 208 ; 0.710 ; BYN ; 0 ; USD ;   ; 
14651 ; 29.07.2016 00:06 ; Доход ; НеЗадано ; 0 ; 504 ; -1 ; 401 ; 208 ; 6.720 ; USD ; 0 ; USD ;   ; 
14652 ; 01.08.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 2.110 ; BYN ; 0 ; USD ;   ; 
14653 ; 01.08.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 41.040 ; BYN ; 0 ; USD ;   ; 
14654 ; 02.08.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 272 ; 718 ; 40.590 ; BYN ; 0 ; USD ; 1066 ; Дт 33 л
14655 ; 02.08.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 272 ; 362 ; 11.100 ; BYN ; 0 ; USD ;   ; Аи-92 10л для мотоблока
14656 ; 02.08.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 39.860 ; BYN ; 0 ; USD ;   ; 
14657 ; 03.08.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 10.570 ; BYN ; 0 ; USD ;   ; 
14658 ; 04.08.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 532 ; 257 ; 2.330 ; BYN ; 0 ; USD ;   ; 
14659 ; 04.08.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 252 ; 256 ; 7.750 ; BYN ; 0 ; USD ;   ; шампуни, мыло
14660 ; 04.08.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 255 ; 199 ; 6.470 ; BYN ; 0 ; USD ;   ; 
14661 ; 04.08.2016 00:04 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 4.340 ; BYN ; 0 ; USD ;   ; 
14662 ; 05.08.2016 00:01 ; Доход ; НеЗадано ; 0 ; 380 ; -1 ; 443 ; 204 ; 1910.370 ; BYN ; 0 ; USD ;   ; 
14663 ; 05.08.2016 00:02 ; Доход ; НеЗадано ; 0 ; 167 ; -1 ; 443 ; 187 ; 240.00 ; USD ; 0 ; USD ;   ; 
14664 ; 05.08.2016 00:03 ; Перенос ; НеЗадано ; 0 ; 380 ; 381 ; -1 ; -1 ; 1910.370 ; BYN ; 0 ; USD ;   ; 
14665 ; 05.08.2016 00:04 ; Перенос ; НеЗадано ; 0 ; 381 ; 162 ; -1 ; -1 ; 200.00 ; BYN ; 0 ; USD ;   ; 
14666 ; 05.08.2016 00:05 ; Расход ; КартаДругое ; 0 ; 381 ; -1 ; 339 ; 256 ; 0.400 ; BYN ; 0 ; USD ;   ; разблокировка пина
14667 ; 05.08.2016 00:06 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 488 ; 36.800 ; BYN ; 0 ; USD ;   ; цемент 8*25кг
14668 ; 05.08.2016 00:07 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 256 ; 8.470 ; BYN ; 0 ; USD ;   ; 
14669 ; 05.08.2016 00:08 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 37.530 ; BYN ; 0 ; USD ;   ; 
14670 ; 05.08.2016 00:09 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 256 ; 0.400 ; BYN ; 0 ; USD ;   ; 
14671 ; 07.08.2016 00:01 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 180 ; 257 ; 2.500 ; BYN ; 0 ; USD ;   ; приправы
14672 ; 07.08.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 180 ; 258 ; 52.560 ; BYN ; 0 ; USD ;   ; 
14673 ; 07.08.2016 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 257 ; 3.790 ; BYN ; 0 ; USD ;   ; сыр
14674 ; 07.08.2016 00:04 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 257 ; 1.200 ; BYN ; 0 ; USD ;   ; лаваш
14675 ; 07.08.2016 00:05 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 197 ; 34.00 ; BYN ; 0 ; USD ;   ; блузка яна
14676 ; 07.08.2016 00:06 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 197 ; 35.00 ; BYN ; 0 ; USD ;   ; блузка яна
14677 ; 07.08.2016 00:07 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 256 ; 20.00 ; BYN ; 0 ; USD ;   ; рюкзак яна
14678 ; 07.08.2016 00:08 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 257 ; 6.00 ; BYN ; 0 ; USD ;   ; сухофрукты
14679 ; 07.08.2016 00:09 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 256 ; 9.00 ; BYN ; 0 ; USD ;   ; прокладки
14680 ; 07.08.2016 00:10 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 257 ; 0.650 ; BYN ; 0 ; USD ;   ; геркулес
14681 ; 07.08.2016 00:11 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 257 ; 1.650 ; BYN ; 0 ; USD ;   ; роллтон
14682 ; 07.08.2016 00:12 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 257 ; 3.600 ; BYN ; 0 ; USD ;   ; яйца
14683 ; 07.08.2016 00:13 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 256 ; 2.00 ; BYN ; 0 ; USD ;   ; туал бум *8
14684 ; 07.08.2016 00:14 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 256 ; 2.00 ; BYN ; 0 ; USD ;   ; кот корм
14685 ; 07.08.2016 00:15 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 257 ; 6.00 ; BYN ; 0 ; USD ;   ; виноград
14686 ; 07.08.2016 00:16 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 257 ; 5.500 ; BYN ; 0 ; USD ;   ; дыня
14687 ; 07.08.2016 00:17 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 180 ; 256 ; 3.7 ; BYN ; 0 ; USD ;   ; ???
14688 ; 08.08.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 54.820 ; BYN ; 0 ; USD ;   ; 
14689 ; 08.08.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 256 ; 3.960 ; BYN ; 0 ; USD ;   ; 
14690 ; 09.08.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 272 ; 718 ; 40.590 ; BYN ; 0 ; USD ; 1066 ; Дт 33 л
14691 ; 09.08.2016 00:02 ; Перенос ; НеЗадано ; 0 ; 381 ; 162 ; -1 ; -1 ; 900.00 ; BYN ; 0 ; USD ;   ; 
14692 ; 09.08.2016 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 594 ; 589 ; 810.900 ; BYN ; 0 ; USD ;   ; аванс за перенос счетчика
14693 ; 09.08.2016 00:04 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 270 ; 282 ; 7.400 ; BYN ; 0 ; USD ;   ; инет на даче
14694 ; 09.08.2016 00:05 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 19.04 ; BYN ; 0 ; USD ;   ; 
14695 ; 10.08.2016 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 523 ; 257 ; 3.67 ; BYN ; 0 ; USD ;   ; 
14696 ; 10.08.2016 00:02 ; Перенос ; НеЗадано ; 0 ; 162 ; 421 ; -1 ; -1 ; 10 ; BYN ; 0 ; USD ;   ; через кэш-ин
14697 ; 10.08.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 19.5 ; BYN ; 0 ; USD ;   ; 
14698 ; 10.08.2016 00:04 ; Расход ; КартаДругое ; 0 ; 421 ; -1 ; 241 ; 285 ; 8.99 ; BYN ; 0 ; USD ; 1071 ; 
14699 ; 11.08.2016 00:01 ; Расход ; Наличные ; 0 ; 167 ; -1 ; 302 ; 589 ; 2208 ; USD ; 0 ; USD ;   ; бурение скважины 69 м * 32$
14700 ; 11.08.2016 00:02 ; Обмен ; НеЗадано ; 0 ; 167 ; 162 ; 839 ; -1 ; 2 ; USD ; 4 ; BYN ;   ; сдача 2$ белками
14701 ; 12.08.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 14.83 ; BYN ; 4 ; BYN ;   ; 
14702 ; 12.08.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 256 ; 1.99 ; BYN ; 4 ; BYN ;   ; котокорм
14703 ; 12.08.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 53.36 ; BYN ; 4 ; BYN ;   ; 
14704 ; 12.08.2016 00:04 ; Перенос ; НеЗадано ; 0 ; 162 ; 163 ; -1 ; -1 ; 40 ; BYN ; 4 ; BYN ;   ; 
14705 ; 14.08.2016 00:01 ; Расход ; Наличные ; 0 ; 167 ; -1 ; 225 ; 256 ; 100 ; USD ; 4 ; BYN ;   ; Илья ДР
14706 ; 15.08.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 30.81 ; BYN ; 4 ; BYN ;   ; 
14707 ; 15.08.2016 00:02 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 302 ; 362 ; 10 ; BYN ; 4 ; BYN ;   ; заточка 2 цепей
14708 ; 15.08.2016 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 523 ; 257 ; 5.96 ; BYN ; 4 ; BYN ;   ; 
14709 ; 16.08.2016 00:01 ; Перенос ; НеЗадано ; 0 ; 504 ; 596 ; -1 ; -1 ; 50 ; USD ; 4 ; BYN ;   ; 
14710 ; 16.08.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 22.72 ; BYN ; 4 ; BYN ;   ; 
14711 ; 16.08.2016 00:03 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 256 ; 3.58 ; BYN ; 4 ; BYN ;   ; мал скотч
14712 ; 17.08.2016 00:01 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 272 ; 718 ; 39.36 ; BYN ; 4 ; BYN ; 1066 ; Дт 32 л
14713 ; 17.08.2016 00:02 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 270 ; 256 ; 5 ; BYN ; 4 ; BYN ;   ; юля
14714 ; 17.08.2016 00:03 ; Доход ; НеЗадано ; 0 ; 524 ; -1 ; 401 ; 208 ; 62.58 ; BYN ; 4 ; BYN ;   ; 
14715 ; 17.08.2016 00:04 ; Перенос ; НеЗадано ; 0 ; 524 ; 402 ; -1 ; -1 ; 66.57 ; BYN ; 4 ; BYN ;   ; делал заявку на расходные операции в середине дня - дала перевести только проценты хотя срок окончания вклада - сегодня
14716 ; 17.08.2016 00:05 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 256 ; 8.29 ; BYN ; 4 ; BYN ;   ; тетрадки, корм кот
14717 ; 17.08.2016 00:06 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 2.24 ; BYN ; 4 ; BYN ;   ; 
14718 ; 18.08.2016 00:01 ; Перенос ; НеЗадано ; 0 ; 524 ; 402 ; -1 ; -1 ; 5.79 ; BYN ; 4 ; BYN ;   ; разрешила забрать весь остаток со вклада, который закончился вчера
14719 ; 18.08.2016 00:02 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 270 ; 256 ; 5 ; BYN ; 4 ; BYN ;   ; юля ещё
14720 ; 18.08.2016 00:03 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 270 ; 256 ; 4 ; BYN ; 4 ; BYN ;   ; мой
14721 ; 18.08.2016 00:04 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 266 ; 278 ; 45.38 ; BYN ; 4 ; BYN ;   ; 
14722 ; 18.08.2016 00:05 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 269 ; 279 ; 2.81 ; BYN ; 4 ; BYN ;   ; 
14723 ; 18.08.2016 00:06 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 269 ; 519 ; 4 ; BYN ; 4 ; BYN ;   ; 
14724 ; 18.08.2016 00:07 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 267 ; 280 ; 17.82 ; BYN ; 4 ; BYN ; 1081 ; 150 кВт
14725 ; 18.08.2016 00:08 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 268 ; 281 ; 0.28 ; BYN ; 4 ; BYN ; 1082 ; 1 куб
14726 ; 18.08.2016 00:09 ; Расход ; ОплатаПоЕрип ; 0 ; 381 ; -1 ; 584 ; 282 ; 25 ; BYN ; 4 ; BYN ;   ; 
14727 ; 18.08.2016 00:10 ; Обмен ; НеЗадано ; 0 ; 492 ; 381 ; 339 ; -1 ; 700.86 ; USD ; 1356.86 ; BYN ;   ; 
14728 ; 18.08.2016 00:11 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 277 ; 256 ; 2.65 ; BYN ; 1356.86 ; BYN ;   ; юлин договор в СПб
14729 ; 18.08.2016 00:12 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 256 ; 15.32 ; BYN ; 1356.86 ; BYN ;   ; тетрадки
14730 ; 18.08.2016 00:13 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 249 ; 257 ; 38.13 ; BYN ; 1356.86 ; BYN ;   ; 
14731 ; 18.08.2016 00:14 ; Перенос ; НеЗадано ; 0 ; 381 ; 162 ; -1 ; -1 ; 400 ; BYN ; 1356.86 ; BYN ;   ; 
14732 ; 18.08.2016 00:15 ; Расход ; Наличные ; 0 ; 163 ; -1 ; 252 ; 257 ; 10.13 ; BYN ; 1356.86 ; BYN ;   ; малые пару раз в магазин ездили
14733 ; 19.08.2016 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 252 ; 589 ; 35 ; BYN ; 1356.86 ; BYN ;   ; муфта термоусадочная (перенос счетчика)
14734 ; 19.08.2016 00:02 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 252 ; 361 ; 44.88 ; BYN ; 1356.86 ; BYN ;   ; трубы 110 мм сливные - 3 * 11,89 2м
14735 ; 19.08.2016 00:03 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 181 ; 589 ; 180 ; BYN ; 1356.86 ; BYN ;   ; бронированный кабель 50 м
14736 ; 19.08.2016 00:04 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 291 ; 589 ; 94.35 ; BYN ; 1356.86 ; BYN ;   ; бокс, диф автомат, розетки, кусок кабеля
14737 ; 19.08.2016 00:05 ; Расход ; КартаТерминал ; 0 ; 402 ; -1 ; 523 ; 257 ; 14.33 ; BYN ; 1356.86 ; BYN ;   ; 
14738 ; 20.08.2016 00:01 ; Расход ; Наличные ; 0 ; 162 ; -1 ; 302 ; 589 ; 20 ; BYN ; 1356.86 ; BYN ;   ; пробили отверстия в гараже , чтобы завести эл.кабель
