31.12.2001 18:00:00 ; Перенос ; Для ввода стартовых остатков ; Мой кошелек ; 328 ; USD ; 0 ; USD ;   ; 
30.01.2015 9:05:00 ; Доход ; АСБ Сберегательная ;  ; 55 ; BYR ; 0 ; USD ; АСБ | Проценты по депозитам ; 
30.01.2015 9:06:00 ; Доход ; БГПБ Сберегательная ;  ; 2460 ; BYR ; 0 ; USD ; БГПБ | Проценты по депозитам ; 
30.01.2015 9:07:00 ; Доход ; БИБ Сберка Моцная ;  ; 63549 ; BYR ; 0 ; USD ; БИБ | Проценты по депозитам ; 
31.01.2015 9:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 46750 ; BYR ; 0 ; USD ; Парничок | Продукты в целом ; 
01.02.2015 9:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 188150 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
01.02.2015 9:01:00 ; Расход ; БИБ Сберка Моцная ;  ; 165800 ; BYR ; 0 ; USD ; Аптеки | Лекарства ; 
02.02.2015 9:00:00 ; Доход ; АСБ Гарант 90 дней 23/12/2014 - 23/03/2015 10% ;  ; 4625000 ; BYR ; 0 ; USD ; АСБ | Проценты по депозитам ; 
02.02.2015 9:01:00 ; Доход ; АСБ Гарант 90 дней 29/12/2014 - 29/03/2015 10% ;  ; 441650 ; BYR ; 0 ; USD ; АСБ | Проценты по депозитам ; 
02.02.2015 9:02:00 ; Доход ; АСБ Гарант 90 дней 5/01/2015 - 5/04/2015 10% ;  ; 245550 ; BYR ; 0 ; USD ; АСБ | Проценты по депозитам ; 
02.02.2015 9:03:00 ; Перенос ; АСБ Гарант 90 дней 23/12/2014 - 23/03/2015 10% ; Мой кошелек ; 4625000 ; BYR ; 0 ; USD ;   ; 
02.02.2015 9:04:00 ; Перенос ; АСБ Гарант 90 дней 29/12/2014 - 29/03/2015 10% ; Мой кошелек ; 441650 ; BYR ; 0 ; USD ;   ; 
02.02.2015 9:05:00 ; Перенос ; АСБ Гарант 90 дней 5/01/2015 - 5/04/2015 10% ; Мой кошелек ; 245550 ; BYR ; 0 ; USD ;   ; 
02.02.2015 9:06:00 ; Доход ; ВТБ Бонус 2/06/2014 - 2/02/2015 42% ;  ; 12069600 ; BYR ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
02.02.2015 9:07:00 ; Перенос ; ВТБ Бонус 2/06/2014 - 2/02/2015 42% ; Мой кошелек ; 350419600 ; BYR ; 0 ; USD ;   ; 
02.02.2015 9:08:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 314252000 ; BYR ; 20080 ; USD ; БГПБ ; 
02.02.2015 9:09:00 ; Перенос ; Мой кошелек ; ВТБ СкарбонкаUSD 23/01/2015 - 22/02/2016 ; 19000 ; USD ; 0 ; USD ;   ; 
02.02.2015 9:10:00 ; Перенос ; Мой кошелек ; БИБ Сберка Моцная ; 40000000 ; BYR ; 0 ; USD ;   ; 
02.02.2015 9:11:00 ; Перенос ; Мой кошелек ; Шкаф ; 1080 ; USD ; 0 ; USD ;   ; 
02.02.2015 9:12:00 ; Расход ; Юлин кошелек ;  ; 138200 ; BYR ; 0 ; USD ; Парничок | Продукты в целом ; 
02.02.2015 9:13:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 300000 ; BYR ; 0 ; USD ;   ; 
03.02.2015 9:00:00 ; Расход ; Юлин кошелек ;  ; 90750 ; BYR ; 0 ; USD ; Парничок | Продукты в целом ; 
03.02.2015 9:01:00 ; Расход ; БИБ Сберка Моцная ;  ; 57300 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; фрукты
04.02.2015 9:00:00 ; Расход ; Юлин кошелек ;  ; 138900 ; BYR ; 0 ; USD ; Аптеки | Лекарства ; 
04.02.2015 9:01:00 ; Расход ; Юлин кошелек ;  ; 24300 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; быт хим
04.02.2015 9:02:00 ; Расход ; Мой кошелек ;  ; 399900 ; BYR ; 0 ; USD ; Прочие магазины | Одежда ; штаны
04.02.2015 9:03:00 ; Расход ; БИБ Сберка Моцная ;  ; 440550 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
04.02.2015 9:04:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 300000 ; BYR ; 0 ; USD ;   ; 
05.02.2015 9:00:00 ; Расход ; Мой кошелек ;  ; 12700 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; blendament, 100 ml
05.02.2015 9:01:00 ; Доход ; БИБ Зарплатная GOLD ;  ; 15133282 ; BYR ; 0 ; USD ; ИИТ | Моя з/пл официальная ; 
05.02.2015 9:02:00 ; Перенос ; БИБ Зарплатная GOLD ; БИБ Сберка Моцная ; 15133282 ; BYR ; 0 ; USD ;   ; 
05.02.2015 9:03:00 ; Доход ; Шкаф ;  ; 210 ; USD ; 0 ; USD ; ИИТ | Моя з/пл конверт ; 
06.02.2015 9:00:00 ; Расход ; Юлин кошелек ;  ; 27000 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
06.02.2015 9:01:00 ; Расход ; Юлин кошелек ;  ; 114050 ; BYR ; 0 ; USD ; Аптеки | Лекарства ; 
06.02.2015 9:02:00 ; Расход ; Мой кошелек ;  ; 40000 ; BYR ; 0 ; USD ; Прочие услугодатели | Лечение ; рентген зуба
07.02.2015 9:00:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 550000 ; BYR ; 0 ; USD ;   ; 
07.02.2015 9:01:00 ; Расход ; Юлин кошелек ;  ; 80000 ; BYR ; 0 ; USD ; Минсктранс | Прочие расходы ; маршрутка Борисов и обратно
07.02.2015 9:02:00 ; Расход ; Юлин кошелек ;  ; 9000 ; BYR ; 0 ; USD ; Минсктранс | Прочие расходы ; 2 метро
07.02.2015 9:03:00 ; Расход ; Юлин кошелек ;  ; 246300 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
07.02.2015 9:04:00 ; Расход ; БИБ Сберка Моцная ;  ; 31400 ; BYR ; 0 ; USD ; Парничок | Продукты в целом ; 
08.02.2015 9:00:00 ; Перенос ; БИБ Сберка Моцная ; Мой кошелек ; 3000000 ; BYR ; 0 ; USD ;   ; 
08.02.2015 9:01:00 ; Расход ; Мой кошелек ;  ; 384400 ; BYR ; 0 ; USD ; Рынки | Мясо ; куриное и колбаски
08.02.2015 9:02:00 ; Расход ; Мой кошелек ;  ; 110500 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; колбаса и сало
08.02.2015 9:03:00 ; Расход ; Мой кошелек ;  ; 262000 ; BYR ; 0 ; USD ; Рынки | Мясо ; крестец по 81000
08.02.2015 9:04:00 ; Расход ; Мой кошелек ;  ; 16000 ; BYR ; 0 ; USD ; Рынки | Прочие расходы ; мыло 3*115
08.02.2015 9:05:00 ; Расход ; Мой кошелек ;  ; 80000 ; BYR ; 0 ; USD ; Рынки | Прочие расходы ; туал бум 123 *20 рул
08.02.2015 9:06:00 ; Расход ; Мой кошелек ;  ; 10000 ; BYR ; 0 ; USD ; Рынки | Прочие расходы ; освежитель воздуха
08.02.2015 9:07:00 ; Расход ; Мой кошелек ;  ; 168000 ; BYR ; 0 ; USD ; Рынки | Прочие расходы ; кот туал *6
08.02.2015 9:08:00 ; Расход ; Мой кошелек ;  ; 122000 ; BYR ; 0 ; USD ; Рынки | Прочие расходы ; прокладки
08.02.2015 9:09:00 ; Расход ; Мой кошелек ;  ; 25500 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; макароны *3
08.02.2015 9:10:00 ; Расход ; Мой кошелек ;  ; 19500 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; наполенон 5 корж
08.02.2015 9:11:00 ; Расход ; Мой кошелек ;  ; 30900 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; рис 3*800
08.02.2015 9:12:00 ; Расход ; Мой кошелек ;  ; 7300 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; манка
08.02.2015 9:13:00 ; Расход ; Мой кошелек ;  ; 27000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; гречка 2*800
08.02.2015 9:14:00 ; Расход ; Мой кошелек ;  ; 70000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; подсолн масло 4*1л
08.02.2015 9:15:00 ; Расход ; Мой кошелек ;  ; 37500 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; кофе 150 г
08.02.2015 9:16:00 ; Расход ; Мой кошелек ;  ; 46650 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; сыр
08.02.2015 9:17:00 ; Расход ; Мой кошелек ;  ; 36000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; яйцо Д1 *3
08.02.2015 9:18:00 ; Расход ; Мой кошелек ;  ; 31000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; яблоки
08.02.2015 9:19:00 ; Расход ; Мой кошелек ;  ; 20000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; мука
08.02.2015 9:20:00 ; Расход ; БИБ Сберка Моцная ;  ; 16800 ; BYR ; 0 ; USD ; Простор | Прочие расходы ; котокорм
08.02.2015 9:21:00 ; Расход ; БИБ Сберка Моцная ;  ; 5850 ; BYR ; 0 ; USD ; Простор | Прочие расходы ; трава коту
08.02.2015 9:22:00 ; Расход ; БИБ Сберка Моцная ;  ; 13000 ; BYR ; 0 ; USD ; Простор | Прочие расходы ; ср д посуды
08.02.2015 9:23:00 ; Расход ; БИБ Сберка Моцная ;  ; 105300 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
08.02.2015 9:24:00 ; Расход ; БИБ Сберка Моцная ;  ; 40000 ; BYR ; 0 ; USD ; Велком | Прочие расходы ; юля
08.02.2015 9:25:00 ; Расход ; БИБ Сберка Моцная ;  ; 188500 ; BYR ; 0 ; USD ; Энергосбыт | Электричество ; 200 кВт * 942,5
09.02.2015 9:00:00 ; Расход ; Мой кошелек ;  ; 184500 ; BYR ; 0 ; USD ; АЗС | Авто топливо ; Дт 15 л
09.02.2015 9:01:00 ; Расход ; Мой кошелек ;  ; 40000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
09.02.2015 9:02:00 ; Расход ; Мой кошелек ;  ; 15000 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; полдник
09.02.2015 9:03:00 ; Расход ; Мой кошелек ;  ; 1201150 ; BYR ; 0 ; USD ; Прочие услугодатели | Лечение ; депульпация 35 и 37 сразу
09.02.2015 9:04:00 ; Расход ; Юлин кошелек ;  ; 97450 ; BYR ; 0 ; USD ; Парничок | Продукты в целом ; 
10.02.2015 9:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 68300 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
10.02.2015 9:01:00 ; Расход ; Юлин кошелек ;  ; 71250 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
10.02.2015 9:02:00 ; Расход ; БИБ Сберка Моцная ;  ; 90000 ; BYR ; 0 ; USD ; ГАИ | Обслуживание авто ; штраф
10.02.2015 9:03:00 ; Расход ; Мой кошелек ;  ; 20000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
11.02.2015 9:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 445200 ; BYR ; 0 ; USD ; СТО | Ремонт авто ; мойка , замена лампочки и лампочка ближнего света
11.02.2015 9:01:00 ; Расход ; БИБ Сберка Моцная ;  ; 96750 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
11.02.2015 9:02:00 ; Расход ; Мой кошелек ;  ; 17000 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
12.02.2015 18:02:00 ; Расход ; БИБ Сберка Моцная ;  ; 31350 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
12.02.2015 18:03:00 ; Расход ; Юлин кошелек ;  ; 22050 ; BYR ; 0 ; USD ; Парничок | Продукты в целом ; 
12.02.2015 18:04:00 ; Расход ; Юлин кошелек ;  ; 57750 ; BYR ; 0 ; USD ; Аптеки | Лекарства ; 
13.02.2015 9:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 129300 ; BYR ; 0 ; USD ; Аптеки | Лекарства ; вестибо
13.02.2015 9:01:00 ; Перенос ; БИБ Сберка Моцная ; Мой кошелек ; 2000000 ; BYR ; 0 ; USD ;   ; 
13.02.2015 9:02:00 ; Расход ; Мой кошелек ;  ; 890000 ; BYR ; 0 ; USD ; Интернетмагазины | Домашняя техника ; тонометр Omron M3
14.02.2015 9:00:00 ; Расход ; Мой кошелек ;  ; 578600 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
15.02.2015 9:00:00 ; Расход ; Мой кошелек ;  ; 46600 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
15.02.2015 9:01:00 ; Расход ; Мой кошелек ;  ; 69900 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
15.02.2015 9:02:00 ; Расход ; Мой кошелек ;  ; 21400 ; BYR ; 0 ; USD ; Простор | Одежда ; носки хлопцам *2
16.02.2015 9:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 25000 ; BYR ; 0 ; USD ; Велком | Прочие расходы ; глеб
16.02.2015 9:01:00 ; Расход ; БИБ Сберка Моцная ;  ; 25000 ; BYR ; 0 ; USD ; Велком | Прочие расходы ; яна
16.02.2015 9:02:00 ; Расход ; Мой кошелек ;  ; 9000 ; BYR ; 0 ; USD ; Минсктранс | Прочие расходы ; 
16.02.2015 9:03:00 ; Расход ; Юлин кошелек ;  ; 15250 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
16.02.2015 9:04:00 ; Расход ; Юлин кошелек ;  ; 20150 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; ср-во чистящее
16.02.2015 9:05:00 ; Расход ; Юлин кошелек ;  ; 8850 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
17.02.2015 9:00:00 ; Перенос ; Мой кошелек ; АСБ Сберегательная ; 20000 ; BYR ; 0 ; USD ;   ; 
17.02.2015 9:01:00 ; Расход ; АСБ Сберегательная ;  ; 90050 ; BYR ; 0 ; USD ; АСБ Кредит ЖСК | Погашение кредита ЖСК ; 
17.02.2015 9:02:00 ; Расход ; Мой кошелек ;  ; 109000 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
17.02.2015 9:03:00 ; Доход ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 6К ;  ; 30 ; USD ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
17.02.2015 9:04:00 ; Доход ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 10К ;  ; 50 ; USD ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
17.02.2015 9:05:00 ; Доход ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 14К ;  ; 72 ; USD ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
17.02.2015 9:06:00 ; Перенос ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 6К ; Мой кошелек ; 39 ; USD ; 0 ; USD ;   ; 
17.02.2015 9:07:00 ; Перенос ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 10К ; Мой кошелек ; 51 ; USD ; 0 ; USD ;   ; 
17.02.2015 9:08:00 ; Перенос ; ВТБ Лови момент 17/09/2014 - 18/09/2016 6% 14К ; Мой кошелек ; 72 ; USD ; 0 ; USD ;   ; 
17.02.2015 9:09:00 ; Перенос ; ВТБ USD GOLD ; Мой кошелек ; 100 ; USD ; 0 ; USD ;   ; 
17.02.2015 9:10:00 ; Расход ; Юлин кошелек ;  ; 20000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
17.02.2015 9:11:00 ; Расход ; Мой кошелек ;  ; 40000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
17.02.2015 9:12:00 ; Расход ; Мой кошелек ;  ; 20350 ; BYR ; 0 ; USD ; Простор | Одежда ; носки хлопцам *2
17.02.2015 9:13:00 ; Расход ; Мой кошелек ;  ; 356100 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
17.02.2015 9:14:00 ; Перенос ; Шкаф ; Мой кошелек ; 638 ; USD ; 0 ; USD ;   ; 
18.02.2015 9:00:00 ; Перенос ; Мой кошелек ; ХКБ Накопительный 18/02/2015 - 13/02/2016 6% ; 700 ; USD ; 0 ; USD ;   ; 
18.02.2015 9:01:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 200 ; USD ; 2980000 ; BYR ; АСБ ; 
18.02.2015 9:02:00 ; Перенос ; Мой кошелек ; БИБ Сберка Моцная ; 2000000 ; BYR ; 0 ; USD ;   ; 
18.02.2015 9:03:00 ; Расход ; БИБ Сберка Моцная ;  ; 358874 ; BYR ; 0 ; USD ; ЖЭС | По жировке ; 
18.02.2015 9:04:00 ; Расход ; БИБ Сберка Моцная ;  ; 130000 ; BYR ; 0 ; USD ; Белтелеком | Интернет ; 
18.02.2015 9:05:00 ; Расход ; БИБ Сберка Моцная ;  ; 67750 ; BYR ; 0 ; USD ; Белтелеком | Дом телефон ; 
18.02.2015 9:06:00 ; Расход ; БИБ Сберка Моцная ;  ; 11274 ; BYR ; 0 ; USD ; Газовщики | Газ ; за 5 кубов
18.02.2015 9:07:00 ; Расход ; БИБ Сберка Моцная ;  ; 197925 ; BYR ; 0 ; USD ; Энергосбыт | Электричество ; за 210 кВт за январь 2015, тариф 942,5
18.02.2015 9:08:00 ; Расход ; БИБ Сберка Моцная ;  ; 40000 ; BYR ; 0 ; USD ; Велком | Прочие расходы ; мой
18.02.2015 9:09:00 ; Расход ; Юлин кошелек ;  ; 9600 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
18.02.2015 9:10:00 ; Расход ; Юлин кошелек ;  ; 10450 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
18.02.2015 9:11:00 ; Расход ; Юлин кошелек ;  ; 3500 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
18.02.2015 9:12:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 200000 ; BYR ; 0 ; USD ;   ; 
19.02.2015 9:00:00 ; Перенос ; Мой кошелек ; БНБ Рублю ergo sum 19/02/2015 - 19/05/2015 50% ; 500000 ; BYR ; 0 ; USD ;   ; 
19.02.2015 9:01:00 ; Расход ; Мой кошелек ;  ; 29850 ; BYR ; 0 ; USD ; Прочие магазины | Одежда ; майка мне
19.02.2015 9:02:00 ; Расход ; Юлин кошелек ;  ; 88050 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
19.02.2015 9:03:00 ; Расход ; БИБ Сберка Моцная ;  ; 246000 ; BYR ; 0 ; USD ; АЗС | Авто топливо ; Дт 20 л
20.02.2015 9:00:00 ; Расход ; Мой кошелек ;  ; 44500 ; BYR ; 0 ; USD ; Прочие услугодатели | Прочие расходы ; замена батарейки в часы глебу
20.02.2015 9:01:00 ; Расход ; Мой кошелек ;  ; 37350 ; BYR ; 0 ; USD ; Прочие магазины | Одежда ; трусы мне
20.02.2015 9:02:00 ; Перенос ; Шкаф ; Мой кошелек ; 200 ; USD ; 0 ; USD ;   ; 
20.02.2015 9:03:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 200 ; USD ; 2940000 ; BYR ; ВТБ ; 
20.02.2015 9:04:00 ; Перенос ; Мой кошелек ; БИБ Сберка Моцная ; 2000000 ; BYR ; 0 ; USD ;   ; 
20.02.2015 9:05:00 ; Расход ; Юлин кошелек ;  ; 17500 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
20.02.2015 9:06:00 ; Расход ; Юлин кошелек ;  ; 50000 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 
21.02.2015 9:00:00 ; Перенос ; Мой кошелек ; Юлин кошелек ; 300000 ; BYR ; 0 ; USD ;   ; 
21.02.2015 9:01:00 ; Расход ; Юлин кошелек ;  ; 35700 ; BYR ; 0 ; USD ; Прочие магазины | Сельское хозяйство ; семена
21.02.2015 9:02:00 ; Расход ; Юлин кошелек ;  ; 86350 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
21.02.2015 9:03:00 ; Расход ; Юлин кошелек ;  ; 14700 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
21.02.2015 9:04:00 ; Расход ; Глеб ;  ; 102500 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; сувениры на экскурсии
21.02.2015 9:05:00 ; Расход ; Борис ;  ; 102500 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; сувениры на экскурсии
22.02.2015 9:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 117100 ; BYR ; 0 ; USD ; Аптеки | Лекарства ; 
22.02.2015 9:01:00 ; Расход ; БИБ Сберка Моцная ;  ; 18900 ; BYR ; 0 ; USD ; Простор | Прочие расходы ; шамп от блох
22.02.2015 9:02:00 ; Расход ; БИБ Сберка Моцная ;  ; 37000 ; BYR ; 0 ; USD ; Простор | Одежда ; тапки пластиковые мне
22.02.2015 9:03:00 ; Расход ; БИБ Сберка Моцная ;  ; 625400 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
23.02.2015 9:00:00 ; Расход ; Юлин кошелек ;  ; 16800 ; BYR ; 0 ; USD ; Простор | Прочие расходы ; кот корм
23.02.2015 9:01:00 ; Расход ; Юлин кошелек ;  ; 25300 ; BYR ; 0 ; USD ; Простор | Прочие расходы ; 
23.02.2015 9:02:00 ; Расход ; Юлин кошелек ;  ; 25900 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
23.02.2015 9:03:00 ; Расход ; Юлин кошелек ;  ; 40000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
23.02.2015 9:04:00 ; Расход ; Мой кошелек ;  ; 20000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; 
23.02.2015 9:05:00 ; Доход ; ВТБ СкарбонкаUSD 23/01/2015 - 22/02/2016 ;  ; 143.930 ; USD ; 0 ; USD ; ВТБ | Проценты по депозитам ; 
24.02.2015 9:00:00 ; Перенос ; БИБ Сберка Моцная ; Мне должны ; 50000 ; BYR ; 0 ; USD ;   ; оплата МТС симок
24.02.2015 9:01:00 ; Доход ; Юлин кошелек ;  ; 9777 ; RUB ; 0 ; USD ; Юлин фриланс | Емельянов Д ; мышиные сказки
24.02.2015 9:02:00 ; Обмен ; Юлин кошелек ; Юлин кошелек ; 27 ; RUB ; 5800 ; BYR ; АСБ ; мелкой россии не было
24.02.2015 9:03:00 ; Обмен ; Юлин кошелек ; Юлин кошелек ; 9750 ; RUB ; 2271750 ; BYR ; МТБ ; 
24.02.2015 9:04:00 ; Расход ; Юлин кошелек ;  ; 9000 ; BYR ; 0 ; USD ; Минсктранс | Прочие расходы ; 
24.02.2015 9:05:00 ; Расход ; БИБ Сберка Моцная ;  ; 52800 ; BYR ; 0 ; USD ; Простор | Прочие расходы ; канц товары
24.02.2015 9:06:00 ; Расход ; БИБ Сберка Моцная ;  ; 93950 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
25.02.2015 9:00:00 ; Перенос ; БИБ Сберка Моцная ; Мне должны ; 30000 ; BYR ; 0 ; USD ;   ; 
25.02.2015 9:01:00 ; Перенос ; ВТБ СкарбонкаUSD 23/01/2015 - 22/02/2016 ; Мой кошелек ; 143 ; USD ; 0 ; USD ;   ; 
25.02.2015 9:02:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 140 ; USD ; 2080400 ; BYR ; БГПБ ; 
25.02.2015 9:03:00 ; Перенос ; Мой кошелек ; БГПБ Сберегательная ; 2080400 ; BYR ; 0 ; USD ;   ; в попытке поменять по карточному курсу
25.02.2015 9:04:00 ; Перенос ; БГПБ Сберегательная ; Мой кошелек ; 2100000 ; BYR ; 0 ; USD ;   ; 
25.02.2015 9:05:00 ; Расход ; Мой кошелек ;  ; 86750 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
25.02.2015 9:06:00 ; Перенос ; Шкаф ; Мой кошелек ; 197 ; USD ; 0 ; USD ;   ; 
25.02.2015 9:07:00 ; Расход ; Юлин кошелек ;  ; 50000 ; BYR ; 0 ; USD ; На карманные расходы | Прочие расходы ; яне
25.02.2015 9:08:00 ; Расход ; Юлин кошелек ;  ; 60850 ; BYR ; 0 ; USD ; Белмаркет | Продукты в целом ; 
26.02.2015 9:00:00 ; Расход ; Мой кошелек ;  ; 13000 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; 5 шариковых ручек
26.02.2015 9:01:00 ; Обмен ; Мой кошелек ; Мой кошелек ; 200 ; USD ; 2950000 ; BYR ; АСБ ; 
26.02.2015 9:02:00 ; Перенос ; Мне должны ; Мой кошелек ; 80000 ; BYR ; 0 ; USD ;   ; 
26.02.2015 9:03:00 ; Расход ; Мой кошелек ;  ; 100000 ; BYR ; 0 ; USD ; 192-я гимназия | Прочие расходы ; хлопцы, хим опыты
26.02.2015 9:04:00 ; Расход ; Юлин кошелек ;  ; 9000 ; BYR ; 0 ; USD ; Минсктранс | Прочие расходы ; 
26.02.2015 9:05:00 ; Расход ; Юлин кошелек ;  ; 325850 ; BYR ; 0 ; USD ; Прочие магазины | Прочие расходы ; краски, кисточки
26.02.2015 9:06:00 ; Расход ; Юлин кошелек ;  ; 32100 ; BYR ; 0 ; USD ; Простор | Прочие расходы ; бумага д акварели
26.02.2015 9:07:00 ; Расход ; Юлин кошелек ;  ; 211850 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
26.02.2015 9:08:00 ; Расход ; Мой кошелек ;  ; 300000 ; BYR ; 0 ; USD ; Прочие услугодатели | Лечение ; вкладка в 37 зуб
27.02.2015 9:00:00 ; Расход ; Мой кошелек ;  ; 369000 ; BYR ; 0 ; USD ; Прочие услугодатели | Лечение ; Дт 30 л
27.02.2015 9:01:00 ; Расход ; Мой кошелек ;  ; 59200 ; BYR ; 0 ; USD ; Прочие магазины | Продукты в целом ; 
27.02.2015 9:02:00 ; Расход ; Мой кошелек ;  ; 74650 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
27.02.2015 9:03:00 ; Доход ; БИБ Сберка Моцная ;  ; 1735446 ; BYR ; 0 ; USD ; БИБ | Проценты по депозитам ; 
27.02.2015 9:04:00 ; Доход ; БГПБ Сберегательная ;  ; 2212 ; BYR ; 0 ; USD ; БГПБ | Проценты по депозитам ; 
27.02.2015 9:05:00 ; Доход ; АСБ Сберегательная ;  ; 17 ; BYR ; 0 ; USD ; АСБ | Проценты по депозитам ; 
01.03.2015 18:00:00 ; Расход ; БИБ Сберка Моцная ;  ; 294550 ; BYR ; 0 ; USD ; Простор | Продукты в целом ; 
01.03.2015 18:01:00 ; Расход ; Мой кошелек ;  ; 1000000 ; BYR ; 0 ; USD ; Рынки | Одежда ; куртки хлопцам осенние *2
01.03.2015 18:02:00 ; Расход ; Мой кошелек ;  ; 500000 ; BYR ; 0 ; USD ; Рынки | Одежда ; штаны хлопцам *2
01.03.2015 18:03:00 ; Расход ; Мой кошелек ;  ; 100000 ; BYR ; 0 ; USD ; Рынки | Одежда ; шапки хлопцам *2
01.03.2015 18:04:00 ; Расход ; Мой кошелек ;  ; 84000 ; BYR ; 0 ; USD ; Рынки | Прочие расходы ; кот туал *3
01.03.2015 18:05:00 ; Расход ; Мой кошелек ;  ; 18000 ; BYR ; 0 ; USD ; Рынки | Прочие расходы ; пена д бритья
01.03.2015 18:06:00 ; Расход ; Мой кошелек ;  ; 25000 ; BYR ; 0 ; USD ; Рынки | Продукты в целом ; гранат *3
